id	frequency	en	pos	es	nl
3806	1775	weekly	a	semanal	wekelijks
3807	1775	stretch	n	tramo	rekken
3808	1775	pregnancy	n	el embarazo	zwangerschap
3809	1775	happily	adv	felizmente	gelukkig
3810	1773	spectrum	n	espectro	spectrum
3811	1773	interfere	v	interferir	interfereren
3812	1771	suicide	n	suicidio	zelfmoord
3813	1771	panic	n	pánico	paniek
3814	1771	invent	v	inventar	uitvinden
3815	1771	intensive	a	intensivo	intensief
3816	1771	damp	a	húmedo	vochtig
3817	1770	simultaneously	adv	simultaneamente	gelijktijdig
3818	1770	giant	n	gigante	reusachtig
3819	1769	casual	a	casual	toevallig
3820	1768	sphere	n	esfera	gebied
3821	1768	precious	a	precioso	kostbaar
3822	1767	sword	n	espada	zwaard
3823	1767	envisage	v	prever	overwegen
3824	1767	bean	n	frijol	Boon
3825	1766	time	v	hora	tijd
3826	1766	crazy	a	loca	gek
3827	1766	changing	a	cambiando	veranderen
3828	1765	primary	n	primario	primair
3829	1765	concede	v	conceder	toegeven
3830	1765	besides	adv	además	behalve
3831	1763	unite	v	unir	verenigen
3832	1763	severely	adv	severamente	streng
3833	1762	separately	adv	separadamente	afzonderlijk
3834	1762	instruct	v	instruir	instrueren
3835	1762	insert	v	insertar	invoegen
3836	1761	go	n	ir	Gaan
3837	1761	exhibit	v	exposición	tentoonstellen
3838	1760	brave	a	valiente	dapper
3839	1757	tutor	n	tutor	leermeester
3840	1757	tune	n	melodía	afstemmen
3841	1756	debut	n	debut	debuut
3842	1756	continued	a	continuado	vervolgd
3843	1756	bid	v	oferta	bod
3844	1755	incidence	n	incidencia	inval
3845	1755	downstairs	adv	abajo	beneden
3846	1755	cafe	n	cafetería	cafe
3847	1754	regret	v	lamentar	betreuren
3848	1754	killer	n	asesino	moordenaar
3849	1754	delicate	a	delicado	delicaat
3850	1752	subsidiary	n	subsidiario	dochtermaatschappij
3851	1751	gender	n	género	geslacht
3852	1751	entertain	v	entretener	vermaken
3853	1750	cling	v	adherirse	kleven
3854	1748	vertical	a	vertical	verticaal
3855	1748	fetch	v	ha podido recuperar	halen
3856	1747	strip	v	tira	strip
3857	1745	plead	v	alegar	pleiten
3858	1745	duck	n	Pato	eend
3859	1745	breed	n	raza	ras
3860	1745	assistant	a	asistente	assistent
3861	1744	pint	n	medio litro	pint
3862	1744	abolish	v	abolir	afschaffen
3863	1743	translation	n	traducción	vertaling
3864	1743	princess	n	princesa	prinses
3865	1743	line	v	línea	lijn
3866	1743	excessive	a	excesivo	buitensporig
3867	1742	digital	a	digital	digitaal
3868	1741	steep	a	escarpado	steil
3869	1740	jet	n	chorro	Jet
3870	1740	hey	interjection	Oye	Hallo
3871	1740	grave	n	tumba	graf
3872	1739	exceptional	a	excepcional	buitengewoon
3873	1739	boost	v	aumentar	boost
3874	1738	random	a	aleatorio	willekeurig
3875	1738	correlation	n	correlación	correlatie
3876	1737	outline	n	contorno	schets
3877	1737	intervene	v	intervenir	ingrijpen
3878	1735	packet	n	paquete	pakket
3879	1735	motivation	n	motivación	motivatie
3880	1734	safely	adv	sin peligro	veilig
3881	1732	harsh	a	duro	hard
3882	1730	spell	n	deletrear	spellen
3883	1729	spread	n	untado	verspreiding
3884	1729	draw	n	dibujar	trek
3885	1728	concrete	a	hormigón	beton
3886	1728	complicated	a	Complicado	ingewikkeld
3887	1728	alleged	a	presunto	beweerde
3888	1727	redundancy	n	redundancia	overtolligheid
3889	1727	progressive	a	progresivo	progressief
3890	1727	intensity	n	intensidad	intensiteit
3891	1727	crack	n	grieta	barst
3892	1725	fly	n	mosca	vlieg
3893	1724	fancy	v	lujoso	zin in hebben
3894	1723	alternatively	adv	alternativamente	alternatief
3895	1721	waiting	a	esperando	aan het wachten
3896	1721	scandal	n	escándalo	schandaal
3897	1721	resemble	v	parecerse a	lijken op
3898	1720	parameter	n	parámetro	parameter
3899	1720	fierce	a	feroz	woest
3900	1719	tropical	a	tropical	tropisch
3901	1719	colour	v	color	kleur
3902	1717	ours	pron	la nuestra	De onze
3903	1717	engagement	n	compromiso	verloving
3904	1716	contest	n	concurso	wedstrijd
3905	1715	edit	v	editar	Bewerk
3906	1715	courage	n	valor	moed
3907	1714	hip	n	cadera	heup
3908	1714	delighted	a	Encantado	verrukt
3909	1713	sponsor	v	patrocinador	sponsor
3910	1713	carer	n	cuidador	verzorger
3911	1712	crack	v	grieta	barst
3912	1711	substantially	adv	sustancialmente	wezenlijk
3913	1711	occupational	a	ocupacional	beroeps
3914	1710	trainer	n	entrenador	trainer
3915	1708	remainder	n	recordatorio	rest
3916	1708	related	a	relacionado	verwant
3917	1708	inherit	v	heredar	erven
3918	1707	resume	v	currículum	hervat
3919	1707	assignment	n	asignación	toewijzing
3920	1705	conceal	v	encubrir	verbergen
3921	1704	disclose	v	revelar	openbaren
3922	1703	exclusively	adv	exclusivamente	uitsluitend
3923	1701	working	n	trabajando	werkend
3924	1700	mild	a	templado	mild
3925	1699	chronic	a	crónico	chronisch
3926	1698	splendid	a	espléndido	geweldig
3927	1698	function	v	función	functie
3928	1697	rider	n	jinete	rijder
3929	1697	clay	n	arcilla	klei
3930	1696	firstly	adv	en primer lugar	ten eerste
3931	1696	conceive	v	concebir	zwanger worden
3932	1695	politically	adv	políticamente	politiek
3933	1693	terminal	n	terminal	terminal
3934	1692	accuracy	n	exactitud	nauwkeurigheid
3935	1690	coup	n	golpe	coup
3936	1690	ambulance	n	ambulancia	ambulance
3937	1688	living	n	vivo	leven
3938	1687	offender	n	delincuente	overtreder
3939	1686	similarity	n	semejanza	gelijkenis
3940	1686	orchestra	n	orquesta	orkest
3941	1686	brush	n	cepillo	borstel
3942	1685	systematic	a	sistemático	systematisch
3943	1685	striker	n	huelguista	slagpin
3944	1684	guard	v	Guardia	bewaker
3945	1684	casualty	n	víctima	ongeval
3946	1681	steadily	adv	continuamente	gestaag
3947	1681	painter	n	pintor	schilder
3948	1681	opt	v	optar	opteren
3949	1681	handsome	a	hermoso	knap
3950	1681	banking	n	bancario	bank
3951	1680	sensitivity	n	sensibilidad	gevoeligheid
3952	1680	navy	n	Armada	marine
3953	1680	fascinating	a	fascinante	fascinerend
3954	1680	disappointment	n	decepción	teleurstelling
3955	1679	auditor	n	auditor	revisor
3956	1678	hostility	n	hostilidad	vijandigheid
3957	1675	spending	n	gasto	uitgaven
3958	1675	scarcely	adv	apenas	nauwelijks
3959	1674	compulsory	a	obligatorio	verplicht
3960	1672	photographer	n	fotógrafo	fotograaf
3961	1672	ok	interjection	De acuerdo	OK
3962	1672	neighbourhood	n	barrio	buurt
3963	1672	ideological	a	ideológico	ideologisch
3964	1671	wide	adv	amplio	breed
3965	1671	pardon	n	perdón	Pardon
3966	1670	double	n	doble	dubbele
3967	1670	criticize	v	criticar	bekritiseren
3968	1669	supervision	n	supervisión	toezicht
3969	1667	guilt	n	culpa	schuld
3970	1667	deck	n	cubierta	dek
3971	1666	payable	a	pagadero	betaalbaar
3972	1665	execution	n	ejecución	executie
3973	1664	suite	n	suite	suite
3974	1664	elected	a	elegido	gekozen
3975	1663	solely	adv	solamente	alleen
3976	1663	moral	n	moral	Moreel
3977	1663	collector	n	coleccionista	verzamelaar
3978	1662	questionnaire	n	cuestionario	vragenlijst
3979	1662	flavour	n	sabor	smaak
3980	1662	couple	v	Pareja	paar
3981	1661	faculty	n	facultad	faculteit
3982	1660	tour	v	gira	tour
3983	1658	basket	n	cesta	mand
3984	1657	mention	n	mencionar	noemen
3985	1657	kick	n	patada	trap
3986	1657	horizon	n	horizonte	horizon
3987	1657	drain	v	desagüe	draineren
3988	1656	happiness	n	felicidad	geluk
3989	1656	fighter	n	combatiente	vechter
3990	1656	estimated	a	estimado	geschatte
3991	1656	copper	n	cobre	koper
3992	1655	legend	n	leyenda	legende
3993	1654	relevance	n	pertinencia	relevantie
3994	1654	decorate	v	Decorar	versieren
3995	1654	continental	a	continental	continentaal
3996	1652	ship	v	enviar	schip
3997	1652	operational	a	Operacional	operationele
3998	1652	incur	v	incurrir en	oplopen
3999	1651	parallel	a	paralela	parallel
4000	1650	divorce	n	divorcio	scheiden
4001	1649	opposed	a	opuesto	gekant tegen
4002	1648	equilibrium	n	equilibrio	evenwicht
4003	1647	trader	n	comerciante	handelaar
4004	1647	ton	n	tonelada	ton
4005	1647	can	n	poder	kan
4006	1646	juice	n	jugo	sap
4007	1646	forum	n	foro	forum
4008	1645	spin	v	girar	spinnen
4009	1645	research	v	investigación	Onderzoek
4010	1644	hostile	a	hostil	vijandig
4011	1644	consistently	adv	consecuentemente	consistent
4012	1642	technological	a	tecnológico	technologisch
4013	1642	nightmare	n	pesadilla	nachtmerrie
4014	1642	medal	n	medalla	medaille
4015	1642	diamond	n	diamante	diamant
4016	1641	speed	v	velocidad	snelheid
4017	1640	peaceful	a	pacífico	vredig
4018	1640	accounting	a	contabilidad	accounting
4019	1639	scatter	v	dispersión	verstrooien
4020	1639	monster	n	monstruo	monster
4021	1639	horrible	a	horrible	verschrikkelijk
4022	1637	nonsense	n	disparates	onzin
4023	1637	chaos	n	caos	chaos
4024	1637	accessible	a	accesible	beschikbaar
4025	1636	humanity	n	humanidad	de mensheid
4026	1636	frustration	n	frustración	frustratie
4027	1636	chin	n	barbilla	kin
4028	1636	bureau	n	oficina	bureau
4029	1636	advocate	v	abogado	pleiten voor
4030	1635	polytechnic	n	politécnico	polytechnische
4031	1635	inhabitant	n	habitante	inwoner
4032	1635	evil	a	mal	onheil
4033	1634	slave	n	esclavo	slaaf
4034	1632	reservation	n	reserva	reservering
4035	1628	slam	v	golpe	dichtslaan
4036	1628	handle	n	encargarse de	handvat
4037	1627	provincial	a	provincial	provinciaal
4038	1627	fishing	n	pescar	visvangst
4039	1627	facilitate	v	facilitar	vergemakkelijken
4040	1626	yield	n	rendimiento	opbrengst
4041	1626	elbow	n	codo	elleboog
4042	1626	bye	interjection	adiós	doei
4043	1625	warm	v	calentar	warm
4044	1625	sleeve	n	manga	mouw
4045	1624	exploration	n	exploración	exploratie
4046	1624	creep	v	arrastrarse	kruipen
4047	1624	adjacent	a	adyacente	aangrenzend
4048	1623	theft	n	robo	diefstal
4049	1623	round	v	redondo	ronde
4050	1623	grace	n	gracia	genade
4051	1622	predecessor	n	predecesor	voorganger
4052	1621	supermarket	n	supermercado	supermarkt
4053	1621	smart	a	inteligente	slim
4054	1621	sergeant	n	sargento	sergeant
4055	1621	regulate	v	regular	reguleren
4056	1621	clash	n	choque	botsen
4057	1621	assemble	v	armar	monteren
4058	1621	arrow	n	flecha	pijl
4059	1620	nowadays	adv	hoy en día	vandaag de dag
4060	1620	giant	a	gigante	reusachtig
4061	1619	waiting	n	esperando	aan het wachten
4062	1619	tap	n	grifo	kraan
4063	1619	shit	n	mierda	stront
4064	1616	sandwich	n	emparedado	belegd broodje
4065	1615	vanish	v	desaparecer	verdwijnen
4066	1615	commerce	n	comercio	handel
4067	1614	pursuit	n	búsqueda	achtervolging
4068	1614	post-war	a	de la posguerra	naoorlogse
4069	1611	will	v	será	zullen
4070	1611	waste	a	residuos	verspilling
4071	1611	collar	n	collar	kraag
4072	1610	socialism	n	socialismo	socialisme
4073	1610	skill	v	habilidad	bekwaamheid
4074	1610	rice	n	arroz	rijst
4075	1610	exclusion	n	exclusión	uitsluiting
4076	1609	upwards	adv	hacia arriba	omhoog
4077	1609	transmission	n	transmisión	transmissie
4078	1608	instantly	adv	instantáneamente	ogenblikkelijk
4079	1608	forthcoming	a	próximo	aanstaande
4080	1606	appointed	a	fijado	benoemd
4081	1605	geographical	a	geográfico	geografisch
4082	1605	fist	n	puño	vuist
4083	1605	abstract	a	abstracto	abstract
4084	1604	embrace	v	abrazo	omhelzing
4085	1604	dynamic	a	dinámica	dynamisch
4086	1604	drawer	n	cajón	lade
4087	1603	dismissal	n	despido	ontslag
4088	1602	magic	n	magia	magie
4089	1602	endless	a	interminable	eindeloos
4090	1602	definite	a	definido	definitief
4091	1602	broadly	adv	en general	breed
4092	1601	affection	n	afecto	genegenheid
4093	1600	dawn	n	amanecer	dageraad
4094	1599	principal	n	director de escuela	principaal
4095	1597	bloke	n	tipo de	vent
4096	1596	organiser	n	organizador	organisator
4097	1595	trap	n	trampa	val
4098	1594	communist	a	comunista	communist
4099	1593	competence	n	competencia	bevoegdheid
4100	1592	complicate	v	complicar	compliceren
4101	1591	neutral	a	neutral	neutrale
4102	1591	fortunately	adv	por suerte	gelukkig
4103	1591	commonwealth	n	mancomunidad	Gemenebest
4104	1591	breakdown	n	Descompostura	afbreken
4105	1590	combined	a	conjunto	gecombineerde
4106	1589	candle	n	vela	kaars
4107	1588	venue	n	lugar de encuentro	plaats
4108	1588	supper	n	cena	avondmaal
4109	1586	analyst	n	analista	analyst
4110	1585	vague	a	vago	vaag
4111	1584	publicly	adv	en público	in het openbaar
4112	1583	marine	a	marina	marinier
4113	1583	fair	adv	justa	eerlijk
4114	1581	pause	n	pausa	pauze
4115	1581	notable	a	notable	opvallend
4116	1581	freely	adv	libremente	vrij
4117	1581	counterpart	n	contrapartida	tegenhanger
4118	1577	lively	a	animado	levendig
4119	1576	script	n	guión	script
4120	1575	sue	v	demandar	vervolgen
4121	1575	legitimate	a	legítimo	rechtmatig
4122	1575	geography	n	geografía	aardrijkskunde
4123	1574	reproduce	v	reproducir	reproduceren
4124	1574	moving	a	emocionante	in beweging
4125	1574	lamb	n	Cordero	lam
4126	1574	gay	a	gay	homoseksueel
4127	1574	contemplate	v	contemplar	aanschouwen
4128	1573	terror	n	terror	terreur
4129	1573	stable	n	estable	stal
4130	1573	founder	n	fundador	oprichter
4131	1571	utility	n	utilidad	nut
4132	1571	signal	v	señal	signaal
4133	1570	shelter	n	abrigo	schuilplaats
4134	1568	poster	n	póster	poster
4135	1568	hitherto	adv	hasta ahora	tot nu toe
4136	1567	mature	a	maduro	volwassen
4137	1567	cooking	n	cocina	koken
4138	1566	head	a	cabeza	hoofd
4139	1565	wealthy	a	rico	rijk
4140	1565	fucking	a	maldito	neuken
4141	1565	confess	v	confesar	bekennen
4142	1565	age	v	años	leeftijd
4143	1564	miracle	n	milagro	wonder
4144	1564	magic	a	magia	magie
4145	1564	jaw	n	mandíbula	kaak
4146	1562	pan	n	pan	pan
4147	1562	coloured	a	de colores	gekleurde
4148	1561	tent	n	tienda	tent
4149	1561	telephone	v	teléfono	telefoon
4150	1561	reduced	a	reducido	gereduceerd
4151	1560	tumour	n	tumor	tumor
4152	1560	super	a	súper	super
4153	1560	funding	n	fondos	financiering
4154	1560	dump	v	tugurio	stortplaats
4155	1559	stitch	n	puntada	steek
4156	1559	shared	a	compartido	gedeelde
4157	1558	ladder	n	escalera	ladder
4158	1558	keeper	n	guardián	bewaarder
4159	1557	endorse	v	endosar	onderschrijven
4160	1556	invariably	adv	invariablemente	onveranderlijk
4161	1555	smash	v	aplastar	intrappen
4162	1555	shield	n	proteger	schild
4163	1555	heat	v	calor	warmte
4164	1554	surgeon	n	cirujano	chirurg
4165	1554	centre	v	centrar	centrum
4166	1553	orange	n	naranja	oranje
4167	1553	explode	v	explotar	ontploffen
4168	1553	comedy	n	comedia	komedie
4169	1553	classify	v	clasificar	classificeren
4170	1553	artistic	a	artístico	artistiek
4171	1552	ruler	n	regla	heerser
4172	1552	biscuit	n	galleta	biscuit
4173	1551	workstation	n	puesto de trabajo	werkstation
4174	1551	prey	n	presa	prooi
4175	1551	manual	n	manual	met de hand
4176	1551	cure	n	cura	genezen
4177	1549	overall	n	en general	globaal
4178	1548	tighten	v	apretar	aandraaien
4179	1548	tax	v	impuesto	belasting
4180	1548	pope	n	papa	paus
4181	1547	manufacturing	a	fabricación	fabricage
4182	1547	adult	a	adulto	volwassen
4183	1546	rush	n	prisa	stormloop
4184	1545	blanket	n	cobija	deken
4185	1544	republican	n	republicano	republikeins
4186	1544	referendum	n	referéndum	referendum
4187	1544	palm	n	palma	palm
4188	1544	nearby	adv	cerca	nabijgelegen
4189	1544	mix	n	mezcla	mengen
4190	1544	devil	n	diablo	duivel
4191	1544	adoption	n	adopción	adoptie
4192	1543	workforce	n	personal	personeelsbestand
4193	1543	segment	n	segmento	segment
4194	1542	regardless	adv	independientemente	achteloos
4195	1542	contractor	n	contratista	aannemer
4196	1541	portion	n	parte	deel
4197	1541	differently	adv	diferentemente	anders
4198	1541	deposit	v	depositar	storting
4199	1541	cook	n	cocinar	koken
4200	1540	prediction	n	predicción	voorspelling
4201	1540	oven	n	horno	oven
4202	1540	matrix	n	matriz	Matrix
4203	1540	liver	n	hígado	lever
4204	1540	fraud	n	fraude	bedrog
4205	1540	beam	n	haz	balk
4206	1538	signature	n	firma	handtekening
4207	1538	limb	n	miembro	lidmaat
4208	1537	verdict	n	veredicto	vonnis
4209	1536	dramatically	adv	dramáticamente	dramatisch
4210	1536	container	n	envase	houder
4211	1536	aunt	n	tía	tante
4212	1535	dock	n	muelle	dok
4213	1534	submission	n	sumisión	voorlegging
4214	1533	arm	v	brazo	arm
4215	1532	odd	n	impar	vreemd
4216	1532	certainty	n	certeza	zekerheid
4217	1531	boring	a	aburrido	saai
4218	1530	electron	n	electrón	elektron
4219	1529	drum	n	tambor	trommel
4220	1528	wisdom	n	sabiduría	wijsheid
4221	1528	antibody	n	anticuerpo	antilichaam
4222	1527	unlike	a	diferente a	anders
4223	1527	terrorist	n	terrorista	terrorist
4224	1527	post	v	enviar	post
4225	1527	circulation	n	circulación	circulatie
4226	1527	alteration	n	modificación	wijziging
4227	1526	fluid	n	fluido	vloeistof
4228	1526	ambitious	a	ambicioso	ambitieus
4229	1525	socially	adv	socialmente	maatschappelijk
4230	1524	riot	n	alboroto	herrie
4231	1524	petition	n	petición	verzoekschrift
4232	1524	fox	n	zorro	vos
4233	1523	recruitment	n	reclutamiento	werving
4234	1522	well-known	a	bien conocido	goed bekend
4235	1522	top	v	parte superior	top
4236	1522	service	v	Servicio	service
4237	1519	flood	v	inundar	overstroming
4238	1518	taste	v	gusto	smaak
4239	1518	memorial	n	memorial	gedenkteken
4240	1517	helicopter	n	helicóptero	helikopter
4241	1517	correspondence	n	correspondencia	correspondentie
4242	1516	ye	pron	S.M	gij
4243	1516	beef	n	carne de vaca	rundvlees
4244	1515	overall	adv	en general	globaal
4245	1515	lighting	n	iluminación	verlichting
4246	1515	harbour	n	puerto	haven
4247	1514	empirical	a	empírico	empirisch
4248	1513	shallow	a	superficial	Ondiep
4249	1512	seal	v	sello	zegel
4250	1512	decrease	v	disminución	kleiner worden
4251	1512	constituent	n	Constitucion	bestanddeel
4252	1511	exam	n	examen	tentamen
4253	1510	toe	n	dedo del pie	teen
4254	1510	reward	v	recompensa	beloning
4255	1509	thrust	v	empuje	stoot
4256	1509	bureaucracy	n	burocracia	bureaucratie
4257	1508	wrist	n	muñeca	pols
4258	1508	nut	n	nuez	moer
4259	1507	plain	n	llanura	vlakte
4260	1507	magnetic	a	magnético	magnetisch
4261	1506	evil	n	mal	onheil
4262	1505	widen	v	ensanchar	verbreden
4263	1505	hazard	n	peligro	risico
4264	1505	dispose	v	disponer	vervreemden
4265	1504	dealing	n	relación comercial	omgang
4266	1504	absent	a	ausente	afwezig
4267	1502	reassure	v	tranquilizar	geruststellen
4268	1502	model	v	modelo	model-
4269	1502	inn	n	Posada	cafe
4270	1502	initial	n	inicial	eerste
4271	1501	suspension	n	suspensión	suspensie
4272	1501	respondent	n	demandado	respondent
4273	1501	over	n	encima	over-
4274	1500	naval	a	naval	marine-
4275	1500	monthly	a	mensual	maandelijks
4276	1500	log	n	Iniciar sesión	logboek
4277	1500	advisory	a	consultivo	adviserend
4278	1499	fitness	n	aptitud	geschiktheid
4279	1499	blank	a	blanco	blanco
4280	1498	indirect	a	indirecto	indirect
4281	1497	tile	n	azulejo	tegel
4282	1497	rally	n	reunión	verzameling
4283	1497	economist	n	economista	econoom
4284	1496	vein	n	vena	ader
4285	1496	strand	n	hebra	strand
4286	1496	disturbance	n	disturbio	verstoring
4287	1495	stuff	v	cosas	spul
4288	1495	seldom	adv	raramente	zelden
4289	1495	coming	a	viniendo	komt eraan
4290	1494	cab	n	taxi	taxi
4291	1493	grandfather	n	abuelo	grootvader
4292	1493	flash	v	destello	flash
4293	1493	destination	n	destino	bestemming
4294	1493	actively	adv	activamente	actief
4295	1492	regiment	n	regimiento	regiment
4296	1492	closed	a	cerrado	Gesloten
4297	1491	boom	n	auge	boom
4298	1490	handful	n	puñado	handvol
4299	1489	remarkably	adv	notablemente	opmerkelijk
4300	1489	encouragement	n	ánimo	aanmoediging
4301	1489	awkward	a	torpe	onhandig
4302	1488	required	a	necesario	verplicht
4303	1488	flood	n	inundar	overstroming
4304	1488	defect	n	defecto	defect
4305	1487	surplus	n	superávit	overschot
4306	1487	champagne	n	champán	Champagne
4307	1486	liquid	n	líquido	vloeistof
